Datetime,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_LTC
2022-12-27,LTC/USD,70.868,71.179,67.858,68.768,685419.9676582608,9967.13540685
2022-12-26,LTC/USD,69.199,71.649,68.658,70.803,1042748.9387175285,14727.4683095
2022-12-25,LTC/USD,65.814,69.778,65.386,69.241,761922.7736420169,11003.92503924
2022-12-24,LTC/USD,65.828,66.084,65.139,65.815,234508.0576073158,3563.13997732
2022-12-23,LTC/USD,66.32,66.811,65.089,65.828,422601.13996917853,6419.77790559
2022-12-22,LTC/USD,65.52,66.73,64.396,66.251,608816.0654414621,9189.53774949
2022-12-21,LTC/USD,65.662,66.859,64.691,65.436,660601.5253596352,10095.38366281
2022-12-20,LTC/USD,63.369,66.378,63.148,65.664,1055403.65005829,16072.78950503
2022-12-19,LTC/USD,64.52,65.099,61.118,63.446,1364992.0531833752,21514.23341398
2022-12-18,LTC/USD,64.988,65.97,63.11,64.441,546042.9703673352,8473.53347042
2022-12-17,LTC/USD,66.318,67.745,62.626,64.948,1665100.5209926083,25637.44104503
2022-12-16,LTC/USD,72.471,73.605,65.0,66.401,2006528.5205499965,30218.34792473
2022-12-15,LTC/USD,75.361,75.519,71.846,72.433,947916.1723739492,13086.79983397
2022-12-14,LTC/USD,77.394,79.201,74.177,75.4,1137203.093121316,15082.26913954
2022-12-13,LTC/USD,76.312,80.295,74.433,77.462,1811210.9814488736,23381.92896451
2022-12-12,LTC/USD,76.589,76.782,73.57,76.272,1272896.3533525479,16688.90750672
2022-12-11,LTC/USD,76.409,78.463,76.337,76.6,411597.37569747394,5373.33388639
2022-12-10,LTC/USD,76.377,77.49,75.677,76.431,416864.0347904219,5454.12247374
2022-12-09,LTC/USD,78.32,78.856,75.91,76.333,820905.3203690458,10754.26513263
2022-12-08,LTC/USD,76.952,78.74,74.545,78.371,1432927.4170763665,18283.89859867
2022-12-07,LTC/USD,79.879,80.373,75.562,76.894,1137587.9637135947,14794.23574939
2022-12-06,LTC/USD,80.207,81.79,77.696,79.875,2168262.77733351,27145.69987272
2022-12-05,LTC/USD,77.179,84.97,76.91,80.225,4935476.495606793,61520.42998575
2022-12-04,LTC/USD,76.437,77.547,75.794,77.179,828418.9476872135,10733.73518298
2022-12-03,LTC/USD,77.899,78.097,75.46,76.437,2066018.2142451399,27029.03324627
2022-12-02,LTC/USD,77.63,78.071,75.363,77.953,2919719.3413691134,37454.86820737
2022-12-01,LTC/USD,79.279,80.629,76.305,77.541,1545224.5354399022,19927.83863298
2022-11-30,LTC/USD,75.884,80.749,75.545,79.3,2325872.360016335,29330.04237095
2022-11-29,LTC/USD,73.847,77.959,73.471,75.81,2217521.546566185,29251.04269313
2022-11-28,LTC/USD,74.945,75.369,70.64,73.887,2737207.3456366286,37045.85848169
2022-11-27,LTC/USD,76.46,79.294,74.258,74.945,1883761.9114065622,25135.25800796
2022-11-26,LTC/USD,74.12,79.57,73.953,76.457,2946507.0955843064,38538.09455752
2022-11-25,LTC/USD,78.57,79.819,73.277,74.095,3140008.537934877,42378.1434366
2022-11-24,LTC/USD,78.944,79.437,75.072,78.68,3452951.431820285,43886.01209736
2022-11-23,LTC/USD,70.589,83.75,69.645,78.899,9595580.728921892,121618.53418829
2022-11-22,LTC/USD,61.281,71.152,61.11,70.596,5100147.805244165,72244.14705145
2022-11-21,LTC/USD,62.073,63.492,59.181,61.277,1947559.9278175181,31782.88636548
2022-11-20,LTC/USD,63.896,64.812,60.382,62.079,622892.8585954638,10033.8739122
2022-11-19,LTC/USD,62.545,64.6,61.23,63.968,964685.4434371546,15080.75042892
2022-11-18,LTC/USD,62.495,63.88,61.553,62.609,1590433.8973942732,25402.640153880002
2022-11-17,LTC/USD,57.447,63.204,56.955,62.495,3077523.2893728754,49244.31217494
2022-11-16,LTC/USD,58.005,60.1,56.66,57.521,756331.4538428442,13148.78833544
2022-11-15,LTC/USD,56.706,59.546,56.55,57.949,1354335.0906362412,23371.15550978
2022-11-14,LTC/USD,57.331,59.204,53.516,56.723,1452927.69152113,25614.43667509
2022-11-13,LTC/USD,60.016,60.359,56.344,57.375,1296345.7820256639,22594.26199609
2022-11-12,LTC/USD,61.408,61.75,58.2,59.991,1740725.1437064526,29016.43819417
2022-11-11,LTC/USD,60.49,64.335,58.51,61.4,4016662.909552206,65417.96269629
2022-11-10,LTC/USD,50.629,61.187,49.686,60.397,2971234.0166657763,49195.05963319
2022-11-09,LTC/USD,57.79,59.802,47.65,50.67,3785082.7397519746,74700.66587235
2022-11-08,LTC/USD,67.467,68.902,53.743,57.751,7614714.2710306,131854.24098337
2022-11-07,LTC/USD,68.351,73.3,66.341,67.467,2579257.065339901,38229.90595906
2022-11-06,LTC/USD,69.41,71.0,67.621,68.405,2466065.4121009074,36050.95259266
2022-11-05,LTC/USD,67.65,72.317,67.119,69.325,5954705.099877619,85895.49368738
2022-11-04,LTC/USD,62.029,70.47,61.724,67.608,6882304.103400698,101797.18529465
2022-11-03,LTC/USD,60.9,64.764,60.22,61.933,5895259.59820124,95187.69635253
2022-11-02,LTC/USD,55.112,62.903,54.714,61.029,5186246.358213909,84980.0317589
2022-11-01,LTC/USD,55.015,55.937,54.499,55.171,872986.2745752542,15823.28169827
2022-10-31,LTC/USD,55.431,56.463,54.032,55.069,527957.7203664134,9587.20369657
2022-10-30,LTC/USD,56.635,57.539,54.794,55.38,546515.6505833389,9868.46606326
2022-10-29,LTC/USD,54.956,57.659,54.689,56.698,808294.0743370528,14256.13027509
2022-10-28,LTC/USD,54.83,55.631,53.569,54.967,548433.1267873193,9977.49789487
2022-10-27,LTC/USD,56.37,56.744,54.566,54.792,735682.1434728444,13426.81675195
2022-10-26,LTC/USD,56.004,57.645,55.731,56.43,755230.2034814262,13383.48756834
2022-10-25,LTC/USD,52.559,56.832,52.338,55.937,1154718.6335368478,20643.19919797
2022-10-24,LTC/USD,54.064,54.239,52.14,52.607,407614.3613149972,7748.29131703
2022-10-23,LTC/USD,52.234,54.076,51.861,54.064,286785.35828803584,5304.55309056
2022-10-22,LTC/USD,51.7,52.5,51.385,52.228,190568.37111402862,3648.77787995
2022-10-21,LTC/USD,51.245,51.849,49.558,51.644,237486.84495401135,4598.53700244
2022-10-20,LTC/USD,50.969,52.12,50.578,51.2,245383.537390592,4792.64721466
2022-10-19,LTC/USD,51.961,52.013,50.762,50.948,259453.7666234559,5092.52113181
2022-10-18,LTC/USD,51.857,52.242,50.765,51.898,452812.01953636575,8725.03795014
2022-10-17,LTC/USD,51.447,52.196,51.1,51.821,253003.69065932266,4882.26183708
2022-10-16,LTC/USD,50.33,51.852,50.304,51.447,330259.8638391248,6419.41928274
2022-10-15,LTC/USD,51.338,51.679,50.286,50.37,174219.926154897,3458.8033781
2022-10-14,LTC/USD,51.084,52.58,50.911,51.335,743964.6508061902,14492.34734209
2022-10-13,LTC/USD,52.211,52.523,48.35,51.154,1376993.2493075603,26918.58406591
2022-10-12,LTC/USD,52.041,63.529,51.866,52.208,2909995.077515034,55738.48983901
2022-10-11,LTC/USD,52.589,52.628,51.194,52.04,957448.8593931268,18398.32550717
2022-10-10,LTC/USD,53.924,54.463,52.4,52.59,1669012.812940184,31736.31513482
2022-10-09,LTC/USD,52.745,53.992,52.701,53.977,189196.00680228093,3505.12267822
2022-10-08,LTC/USD,52.845,53.548,52.397,52.816,193636.0871919944,3666.23915465
2022-10-07,LTC/USD,53.506,53.85,52.307,52.882,462782.65032574546,8751.23199436
2022-10-06,LTC/USD,54.611,55.057,53.343,53.507,258428.0401822043,4829.79872133
2022-10-05,LTC/USD,55.306,55.308,53.341,54.637,214514.31429880022,3926.17300179
2022-10-04,LTC/USD,54.172,55.708,53.901,55.296,281566.4574241382,5091.98599219
2022-10-03,LTC/USD,51.834,54.361,51.514,54.192,221196.9477138341,4081.72696549
2022-10-02,LTC/USD,52.89,53.47,51.726,51.813,188386.34757122735,3635.88959472
2022-10-01,LTC/USD,53.518,53.845,52.437,52.93,216608.5756005713,4092.35925941
2022-09-30,LTC/USD,53.987,55.1,52.871,53.46,295418.1855171888,5525.96680728
2022-09-29,LTC/USD,53.373,54.237,52.284,53.976,797406.1093475599,14773.34573417
2022-09-28,LTC/USD,52.685,53.865,51.021,53.329,733565.9588822324,13755.47936174
2022-09-27,LTC/USD,53.452,55.808,51.84,52.68,815559.1356010357,15481.38070617
2022-09-26,LTC/USD,52.536,53.768,51.932,53.452,603468.679549668,11289.91767473
2022-09-25,LTC/USD,53.444,54.453,52.284,52.596,636885.4525689776,12109.00928909
2022-09-24,LTC/USD,55.266,56.0,53.178,53.448,948991.0421805237,17755.40791387
2022-09-23,LTC/USD,53.61,55.334,51.421,55.265,568528.6103179735,10287.31765707
2022-09-22,LTC/USD,51.079,54.15,50.634,53.551,286801.85689406365,5355.67696017
2022-09-21,LTC/USD,52.321,55.535,50.25,51.119,1373825.2376664795,26875.0413284
2022-09-20,LTC/USD,52.889,53.8,50.909,52.343,1841515.6662732987,35181.69891434
2022-09-19,LTC/USD,52.666,53.732,50.0,52.92,1931563.0020928248,36499.67879994
2022-09-18,LTC/USD,57.837,57.84,52.072,52.667,1462485.6245028463,27768.53863905
2022-09-17,LTC/USD,55.961,58.723,55.879,57.898,1357603.2653142058,23448.18932112
2022-09-16,LTC/USD,56.403,56.988,54.62,55.978,532971.7404676902,9521.09293772
2022-09-15,LTC/USD,60.184,60.879,55.886,56.402,2197648.4162852503,38964.01574918
2022-09-14,LTC/USD,59.119,61.24,58.2,60.183,823696.7196682284,13686.53473021
2022-09-13,LTC/USD,61.364,67.471,58.34,59.111,2990815.629635391,50596.60011902
2022-09-12,LTC/USD,62.16,63.205,60.116,61.43,613157.0616464707,9981.39445949
2022-09-11,LTC/USD,63.309,64.48,61.283,62.219,356348.2873039395,5727.32263945
2022-09-10,LTC/USD,61.204,64.761,60.561,63.337,1311718.30709607,20710.14268273
2022-09-09,LTC/USD,57.938,61.97,57.702,61.196,1154398.4240096055,18863.95228462
2022-09-08,LTC/USD,57.281,58.647,56.054,57.919,746882.4692660123,12895.29289639
2022-09-07,LTC/USD,54.109,58.249,52.919,57.35,1559764.8398720731,27197.29450518
2022-09-06,LTC/USD,60.41,62.776,54.039,54.097,1249814.9952627884,23103.22190256
2022-09-05,LTC/USD,60.929,61.66,59.268,60.354,425069.9247903658,7042.94536883
2022-09-04,LTC/USD,60.127,61.039,58.6,60.93,738497.2175133904,12120.42044171
2022-09-03,LTC/USD,61.049,62.264,59.54,60.163,920514.6233071884,15300.34445269
2022-09-02,LTC/USD,57.552,62.449,56.508,61.069,1828328.3554212512,29938.73086871
2022-09-01,LTC/USD,53.736,57.85,53.206,57.612,1011473.3670008195,17556.64387629
2022-08-31,LTC/USD,52.975,55.27,52.975,53.805,555512.0472779233,10324.54320747
2022-08-30,LTC/USD,55.833,56.268,51.862,53.044,689384.9957098141,12996.47454396
2022-08-29,LTC/USD,53.401,56.769,52.503,55.846,630885.4287074538,11296.87764043
2022-08-28,LTC/USD,53.052,56.03,52.451,53.412,1061506.2903998564,19873.92889987
2022-08-27,LTC/USD,52.69,53.469,51.72,53.017,2891651.9256853093,54541.97569997
2022-08-26,LTC/USD,56.605,58.298,52.12,52.73,912217.43039153,17299.78058774
2022-08-25,LTC/USD,56.486,57.549,55.85,56.636,409566.7090620599,7231.56135783
2022-08-24,LTC/USD,57.097,57.716,55.55,56.413,404050.849239374,7162.37124846
2022-08-23,LTC/USD,57.203,57.785,53.956,57.065,505472.8961476911,8857.84449571
2022-08-22,LTC/USD,55.653,57.455,52.32,57.222,1175689.4988106184,20546.10986702
2022-08-21,LTC/USD,54.077,55.998,53.8,55.628,632185.6675406845,11364.52267816
2022-08-20,LTC/USD,53.983,55.621,52.611,54.06,1020134.5429055576,18870.41329829
2022-08-19,LTC/USD,59.993,60.154,53.244,54.041,1656456.245821799,30651.84296778
2022-08-18,LTC/USD,60.44,61.68,59.358,60.03,399898.5417423981,6661.64487327
2022-08-17,LTC/USD,61.334,64.708,59.706,60.49,940314.8795970237,15544.96411964
2022-08-16,LTC/USD,60.633,61.763,59.945,61.347,496904.04544000083,8099.89152591
2022-08-15,LTC/USD,63.15,65.348,59.653,60.65,702649.6757734824,11585.32029305
2022-08-14,LTC/USD,63.838,65.8,62.39,63.179,515913.1191630668,8165.89561663
2022-08-13,LTC/USD,62.911,65.637,62.634,63.791,844667.9213531422,13241.17698975
2022-08-12,LTC/USD,61.931,63.07,60.652,62.958,836221.8096844613,13282.21686973
2022-08-11,LTC/USD,61.569,63.424,61.461,61.904,1012515.4322863686,16356.21982887
2022-08-10,LTC/USD,59.099,62.292,57.456,61.589,1384080.6101240458,22472.8540831
2022-08-09,LTC/USD,62.599,62.815,58.224,59.14,639927.5143567028,10820.55316802
2022-08-08,LTC/USD,61.112,64.07,60.79,62.613,733861.8917399211,11720.599424080001
2022-08-07,LTC/USD,60.735,62.019,59.829,61.08,391165.992418074,6404.15835655
2022-08-06,LTC/USD,62.444,62.525,60.438,60.794,306207.3308573001,5036.80183665
2022-08-05,LTC/USD,59.649,62.561,59.61,62.464,925143.034821038,14810.81958922
2022-08-04,LTC/USD,57.756,60.77,57.6,59.631,842520.3982358677,14128.89936838
2022-08-03,LTC/USD,58.088,60.189,56.716,57.74,805705.303269134,13954.0232641
2022-08-02,LTC/USD,59.452,59.829,56.625,58.069,620350.5961117165,10682.99085763
2022-08-01,LTC/USD,59.723,60.723,58.252,59.48,569754.5759091296,9578.92696552
2022-07-31,LTC/USD,60.417,63.069,59.614,59.736,605311.2511480137,10133.10652116
2022-07-30,LTC/USD,60.656,64.102,59.933,60.458,1436131.4004681646,23754.19961739
2022-07-29,LTC/USD,63.41,64.679,59.793,60.648,1350389.198374828,22266.01369171
2022-07-28,LTC/USD,59.035,64.27,58.02,63.479,1832068.9144236818,28861.02355777
2022-07-27,LTC/USD,53.925,59.07,53.026,59.008,1125055.731742116,19066.15597448
2022-07-26,LTC/USD,53.961,54.151,51.97,53.9,850554.7853689039,15780.23720536
2022-07-25,LTC/USD,58.36,59.027,53.88,53.88,722115.6480724381,13402.29487885
2022-07-24,LTC/USD,56.304,59.779,56.296,58.416,576369.0045037656,9866.62908285
2022-07-23,LTC/USD,56.053,57.258,54.5,56.329,649424.4838437128,11529.13213165
2022-07-22,LTC/USD,58.02,59.199,55.521,56.111,794207.5425244216,14154.22185533
2022-07-21,LTC/USD,57.175,58.606,55.163,58.0,560491.01754822,9663.63823359
2022-07-20,LTC/USD,57.9,61.678,56.4,57.175,1645571.7357734735,28781.31588585
2022-07-19,LTC/USD,58.625,59.6,55.808,57.9,2257398.65207742,38987.8869098
2022-07-18,LTC/USD,55.751,59.337,55.263,58.679,2580295.8575296854,43973.07141447
2022-07-17,LTC/USD,55.147,57.047,54.423,55.7,1101944.569868362,19783.56498866
2022-07-16,LTC/USD,51.778,55.67,51.029,55.14,886695.1895042844,16080.79777846
2022-07-15,LTC/USD,51.335,52.749,50.636,51.735,606826.486868537,11729.515547859999
2022-07-14,LTC/USD,49.564,51.769,47.94,51.262,621299.6286708198,12120.08171103
2022-07-13,LTC/USD,47.255,49.727,46.4,49.52,1321788.3572205536,26692.01044468
2022-07-12,LTC/USD,48.679,49.372,47.197,47.265,1355084.7979121886,28669.94177324
2022-07-11,LTC/USD,52.107,52.26,48.185,48.69,918767.3722450649,18869.7344885
2022-07-10,LTC/USD,54.034,55.1,50.628,52.107,1719831.4585095656,33005.76618323
2022-07-09,LTC/USD,51.322,54.819,51.322,54.034,667081.9335367023,12345.59598654
2022-07-08,LTC/USD,52.091,53.962,50.718,51.34,2340836.423485976,45594.78814737
2022-07-07,LTC/USD,50.328,52.578,49.732,52.091,817075.6600151828,15685.54376025
2022-07-06,LTC/USD,49.69,51.25,48.93,50.328,470792.2781749277,9354.48017356
2022-07-05,LTC/USD,52.267,52.48,47.856,49.73,1069468.6764608773,21505.50324675
2022-07-04,LTC/USD,50.854,52.435,49.69,52.207,816290.7395026471,15635.65689472
2022-07-03,LTC/USD,50.484,52.27,49.09,50.931,906320.3706339046,17795.06333341
2022-07-02,LTC/USD,51.187,51.656,49.731,50.499,592955.6700738245,11741.92895055
2022-07-01,LTC/USD,53.865,56.239,50.042,51.141,1503873.796569366,29406.42139515
2022-06-30,LTC/USD,53.65,53.985,50.137,53.736,1861361.3159068227,34639.00022158
2022-06-29,LTC/USD,52.69,54.4,51.346,53.635,1687184.1237819304,31456.77493767
2022-06-28,LTC/USD,55.813,57.06,52.532,52.631,1425775.7794375895,27090.03779973
2022-06-27,LTC/USD,56.621,58.608,54.818,55.83,1719503.9608026687,30798.92460689
2022-06-26,LTC/USD,58.836,60.463,56.62,56.631,1224782.2313026488,21627.41663228
2022-06-25,LTC/USD,55.785,59.75,54.556,58.855,1750157.6888731096,29736.77153807
2022-06-24,LTC/USD,55.71,57.17,54.246,55.775,1305403.181419882,23404.80827288
2022-06-23,LTC/USD,52.094,56.744,51.854,55.65,2678993.0847998117,48140.03746271
2022-06-22,LTC/USD,53.454,53.46,50.34,52.051,1620739.929397272,31137.53682729
2022-06-21,LTC/USD,52.733,55.668,51.821,53.429,1912231.9941683458,35790.15130675
2022-06-20,LTC/USD,54.175,54.76,51.313,52.735,5971438.725395195,113234.82934285
2022-06-19,LTC/USD,47.145,56.37,44.864,54.259,23168447.728956643,426997.32263692
2022-06-18,LTC/USD,47.507,48.282,41.438,47.198,5866894.28377324,124303.8748204
2022-06-17,LTC/USD,44.833,48.355,44.473,47.507,6921475.637380621,145693.8059103
2022-06-16,LTC/USD,50.729,51.27,44.018,44.813,3765141.0446472196,84018.94639161
2022-06-15,LTC/USD,46.19,51.034,41.651,50.674,8325590.9080550745,164297.09334284
2022-06-14,LTC/USD,43.451,46.535,40.347,46.185,8285967.384231072,179408.19279487
2022-06-13,LTC/USD,48.02,48.341,41.011,43.516,7494301.959787906,172219.45858507
2022-06-12,LTC/USD,52.188,52.687,47.327,48.027,6042220.745507561,125808.83139708
2022-06-11,LTC/USD,56.73,57.809,51.705,52.183,11935209.880408024,228718.35426112
2022-06-10,LTC/USD,60.27,60.47,55.557,56.713,3537436.3053506063,62374.34636416
2022-06-09,LTC/USD,61.452,62.429,59.22,60.249,1074253.0989694989,17830.22289116
2022-06-08,LTC/USD,63.83,64.529,61.151,61.438,1255706.4809508403,20438.59632395
2022-06-07,LTC/USD,64.467,65.506,60.17,63.856,3271071.395583187,51225.74849009
2022-06-06,LTC/USD,63.153,66.561,62.901,64.47,3066231.2949026558,47560.59089348
2022-06-05,LTC/USD,63.815,63.93,61.732,63.117,1901103.4255685536,30120.30713704
2022-06-04,LTC/USD,62.646,64.409,61.342,63.769,1803803.6707490408,28286.52904623
2022-06-03,LTC/USD,64.462,64.919,61.439,62.569,1764622.581932026,28202.82539168
2022-06-02,LTC/USD,62.681,64.846,62.12,64.467,4269152.974080176,66222.29937922
2022-06-01,LTC/USD,68.411,70.649,61.729,62.675,8191566.511540035,130699.10668592
2022-05-31,LTC/USD,69.04,69.758,66.725,68.322,2924268.70661192,42801.27494236
2022-05-30,LTC/USD,63.622,69.819,63.25,69.12,5685740.368628198,82258.97524057
2022-05-29,LTC/USD,63.022,64.392,61.84,63.632,4247366.211834348,66748.90325362
2022-05-28,LTC/USD,61.521,64.05,61.257,63.092,4309747.100943699,68308.93141672
2022-05-27,LTC/USD,63.402,64.12,60.862,61.493,2546076.083697205,41404.32380429
2022-05-26,LTC/USD,68.235,68.794,60.355,63.391,4427358.766011411,69842.07168228
2022-05-25,LTC/USD,70.226,71.726,67.766,68.258,4452991.519157227,65237.65007995
2022-05-24,LTC/USD,68.991,70.762,67.0,70.233,5897907.5375924315,83976.30084992
2022-05-23,LTC/USD,71.585,73.938,68.251,69.005,4688852.331809653,67949.45774668
2022-05-22,LTC/USD,69.901,72.534,69.343,71.639,1960423.0867554648,27365.30502597
2022-05-21,LTC/USD,68.572,70.649,67.829,69.866,2950004.575583099,42223.75083135
2022-05-20,LTC/USD,72.105,73.455,66.747,68.593,7133415.888709108,103996.26621826
2022-05-19,LTC/USD,65.908,72.747,64.576,72.119,5096786.376121576,70671.89473123
2022-05-18,LTC/USD,73.12,74.332,65.703,65.846,3811787.894725656,57889.43739522
2022-05-17,LTC/USD,67.214,73.862,66.919,73.08,7243445.527383845,99116.66019956
2022-05-16,LTC/USD,71.536,71.536,64.875,67.19,8347565.759852841,124238.21639906
2022-05-15,LTC/USD,68.891,71.7,65.933,71.559,12681759.716707103,177221.03043233
2022-05-14,LTC/USD,67.862,70.328,64.16,68.861,9237060.590461152,134140.66874517
2022-05-13,LTC/USD,64.489,73.426,63.306,67.817,12424508.634623917,183206.40303499
2022-05-12,LTC/USD,66.693,69.9,54.0,64.546,10495677.916731939,162607.72033483
2022-05-11,LTC/USD,80.205,82.891,64.159,66.475,10683562.419809073,160715.49334049
2022-05-10,LTC/USD,76.218,85.044,73.289,80.281,9892669.222298583,123225.53558499
2022-05-09,LTC/USD,93.941,94.965,75.32,76.369,10344885.663290711,135459.22643076
2022-05-08,LTC/USD,94.361,95.84,91.611,94.026,3501587.896803155,37240.63447135
2022-05-07,LTC/USD,96.691,97.437,92.73,94.332,2718682.4725573706,28820.36289443
2022-05-06,LTC/USD,96.881,98.423,92.88,96.68,4890328.632556858,50582.62962926
2022-05-05,LTC/USD,106.24,106.94,94.78,96.947,6990833.697465846,72109.85071705
2022-05-04,LTC/USD,99.343,107.24,99.046,106.2,6268946.27481738,59029.6259399
2022-05-03,LTC/USD,100.67,101.49,97.51,99.403,2183399.924667706,21965.13107922
2022-05-02,LTC/USD,99.28,101.94,98.37,100.7,2511255.177262064,24937.98587152
2022-05-01,LTC/USD,95.85,100.07,94.38,99.262,2454266.0148912407,24725.13162027
2022-04-30,LTC/USD,100.53,101.63,94.111,95.928,2529481.032375592,26368.53715678
2022-04-29,LTC/USD,103.36,104.56,98.326,100.4,4637936.657316112,46194.58822028
