Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_DOGE,Volume_USD
2022-12-26 04:00:00,Gemini,DOGE/USD,0.07632,0.07634,0.07423,0.0751,1495496.298356,112311.77200653561
2022-12-25 04:00:00,Gemini,DOGE/USD,0.0771,0.07723,0.07344,0.07632,1430867.985703,109203.84466885297
2022-12-24 04:00:00,Gemini,DOGE/USD,0.07744,0.07807,0.07679,0.0771,899631.423866,69361.58278006861
2022-12-23 04:00:00,Gemini,DOGE/USD,0.07791,0.07892,0.07631,0.07744,2132987.332891,165178.53905907902
2022-12-22 04:00:00,Gemini,DOGE/USD,0.07375,0.07867,0.07375,0.07791,937891.673087,73071.14025020816
2022-12-21 04:00:00,Gemini,DOGE/USD,0.07311,0.07429,0.07139,0.07375,1535613.563437,113251.50030347874
2022-12-20 04:00:00,Gemini,DOGE/USD,0.07397,0.07542,0.07278,0.07311,2846372.663119,208098.30540063008
2022-12-19 04:00:00,Gemini,DOGE/USD,0.07735,0.07821,0.07,0.07397,4202939.970629,310891.4696274271
2022-12-18 04:00:00,Gemini,DOGE/USD,0.07916,0.0801,0.07679,0.07735,2101281.936746,162534.1578073031
2022-12-17 04:00:00,Gemini,DOGE/USD,0.07705,0.07963,0.07679,0.07916,1742670.885621,137949.82730575834
2022-12-16 04:00:00,Gemini,DOGE/USD,0.08664,0.08664,0.07401,0.07705,13404440.004722,1032812.10236383
2022-12-15 04:00:00,Gemini,DOGE/USD,0.08755,0.08755,0.08401,0.08664,1510342.593441,130856.08229572824
2022-12-14 04:00:00,Gemini,DOGE/USD,0.09169,0.0923,0.08635,0.08755,4176288.117375,365634.02467618126
2022-12-13 04:00:00,Gemini,DOGE/USD,0.08965,0.09584,0.08687,0.09169,7860768.347601,720753.8497915356
2022-12-12 04:00:00,Gemini,DOGE/USD,0.0875,0.0917,0.0868,0.08965,5182839.000235,464641.5163710677
2022-12-11 04:00:00,Gemini,DOGE/USD,0.09678,0.09702,0.08482,0.0875,5909117.080048,517047.7445042
2022-12-10 04:00:00,Gemini,DOGE/USD,0.0966,0.09742,0.09618,0.09678,2553253.393998,247103.86347112645
2022-12-09 04:00:00,Gemini,DOGE/USD,0.09797,0.09877,0.09582,0.0966,2501644.743785,241658.88224963102
2022-12-08 04:00:00,Gemini,DOGE/USD,0.09654,0.09939,0.09461,0.09797,2331170.546679,228384.77845814163
2022-12-07 04:00:00,Gemini,DOGE/USD,0.09973,0.09973,0.09421,0.09654,2647508.319754,255590.45318905116
2022-12-06 04:00:00,Gemini,DOGE/USD,0.10214,0.10223,0.098,0.09973,4703734.655303,469103.45717336814
2022-12-05 04:00:00,Gemini,DOGE/USD,0.10399,0.11163,0.09938,0.10214,12758591.533658,1303162.539247828
2022-12-04 04:00:00,Gemini,DOGE/USD,0.10143,0.10555,0.10143,0.10399,7127863.345129,741226.5092599647
2022-12-03 04:00:00,Gemini,DOGE/USD,0.10109,0.10269,0.09813,0.10143,8472358.457546,859351.3183488908
2022-12-02 04:00:00,Gemini,DOGE/USD,0.09851,0.10303,0.09688,0.10109,8452863.527435,854499.973988404
2022-12-01 04:00:00,Gemini,DOGE/USD,0.10455,0.10455,0.09798,0.09851,2178600.920352,214613.9766638755
2022-11-30 04:00:00,Gemini,DOGE/USD,0.10591,0.10945,0.09905,0.10455,7675680.977197,802492.4461659463
2022-11-29 04:00:00,Gemini,DOGE/USD,0.1009,0.10944,0.09911,0.10591,9873602.823178,1045713.2750027821
2022-11-28 04:00:00,Gemini,DOGE/USD,0.09496,0.10401,0.09086,0.1009,8545349.183428,862225.7326078853
2022-11-27 04:00:00,Gemini,DOGE/USD,0.08943,0.10765,0.08911,0.09496,15730833.184189,1493799.9191705873
2022-11-26 04:00:00,Gemini,DOGE/USD,0.0924,0.09448,0.08726,0.08943,4662534.775193,416970.48494551
2022-11-25 04:00:00,Gemini,DOGE/USD,0.082,0.09534,0.08084,0.0924,10425768.064541,963340.9691635885
2022-11-24 04:00:00,Gemini,DOGE/USD,0.08285,0.08316,0.08047,0.082,1255860.416326,102980.554138732
2022-11-23 04:00:00,Gemini,DOGE/USD,0.08169,0.0841,0.079,0.08285,5595728.111216,463606.0740142456
2022-11-22 04:00:00,Gemini,DOGE/USD,0.07584,0.08208,0.073,0.08169,4542682.445111,371091.7289411176
2022-11-21 04:00:00,Gemini,DOGE/USD,0.07526,0.07722,0.07123,0.07584,3635253.07733,275697.5933847072
2022-11-20 04:00:00,Gemini,DOGE/USD,0.0848,0.08567,0.07371,0.07526,3975166.74911,299171.0495380186
2022-11-19 04:00:00,Gemini,DOGE/USD,0.08417,0.08533,0.083,0.0848,1089017.120011,92348.65177693279
2022-11-18 04:00:00,Gemini,DOGE/USD,0.08571,0.08571,0.08349,0.08417,1440450.115474,121242.68621944658
2022-11-17 04:00:00,Gemini,DOGE/USD,0.08494,0.08661,0.08201,0.08571,39093996.092441,3350746.405083118
2022-11-16 04:00:00,Gemini,DOGE/USD,0.08787,0.08787,0.0837,0.08494,4091288.748163,347514.06626896525
2022-11-15 04:00:00,Gemini,DOGE/USD,0.08663,0.08964,0.085,0.08787,5032642.819945,442218.3245885672
2022-11-14 04:00:00,Gemini,DOGE/USD,0.08197,0.091,0.08062,0.08663,9823474.97599,851007.6371700136
2022-11-13 04:00:00,Gemini,DOGE/USD,0.09065,0.09069,0.0792,0.08197,9938555.278403,814663.376170694
2022-11-12 04:00:00,Gemini,DOGE/USD,0.08211,0.09444,0.07802,0.09065,15030919.291687,1362552.8337914266
2022-11-11 04:00:00,Gemini,DOGE/USD,0.084,0.08944,0.07981,0.08211,9617544.416372,789696.5720283049
2022-11-10 04:00:00,Gemini,DOGE/USD,0.07961,0.09424,0.07868,0.084,23976301.442539,2014009.321173276
2022-11-09 04:00:00,Gemini,DOGE/USD,0.08478,0.08665,0.07,0.07961,22789473.043234,1814269.948971859
2022-11-08 04:00:00,Gemini,DOGE/USD,0.10238,0.11294,0.07731,0.08478,80237890.772597,6802568.379700773
2022-11-07 04:00:00,Gemini,DOGE/USD,0.11813,0.119,0.10145,0.10238,18382704.175934,1882021.253532123
2022-11-06 04:00:00,Gemini,DOGE/USD,0.12503,0.12759,0.11191,0.11813,13617834.919258,1608674.8390119476
2022-11-05 04:00:00,Gemini,DOGE/USD,0.12491,0.13581,0.12,0.12503,18158011.386993,2270296.1637157346
2022-11-04 04:00:00,Gemini,DOGE/USD,0.11942,0.12914,0.11689,0.12491,37114284.180211,4635945.236950155
2022-11-03 04:00:00,Gemini,DOGE/USD,0.13394,0.13688,0.11559,0.11942,51522985.121994,6152874.883268524
2022-11-02 04:00:00,Gemini,DOGE/USD,0.14149,0.14149,0.12141,0.13394,23809864.540075,3189093.2564976458
2022-11-01 04:00:00,Gemini,DOGE/USD,0.12791,0.15898,0.1256,0.14149,74326047.816557,10516392.50556465
2022-10-31 04:00:00,Gemini,DOGE/USD,0.12208,0.1324,0.11376,0.12791,61066398.521523,7811003.034888007
2022-10-30 04:00:00,Gemini,DOGE/USD,0.12824,0.14342,0.1113,0.12208,139892632.198896,17078092.53884122
2022-10-29 04:00:00,Gemini,DOGE/USD,0.08632,0.15153,0.08425,0.12824,168899832.71789,21659714.54774221
2022-10-28 04:00:00,Gemini,DOGE/USD,0.07406,0.09,0.073,0.08632,65459568.699541,5650469.970144379
2022-10-27 04:00:00,Gemini,DOGE/USD,0.07628,0.08545,0.07255,0.07406,58762548.384145,4351954.333329779
2022-10-26 04:00:00,Gemini,DOGE/USD,0.06584,0.07686,0.06584,0.07628,3542946.432214,270255.9538492839
2022-10-25 04:00:00,Gemini,DOGE/USD,0.06055,0.06696,0.05942,0.06584,16113406.333576,1060906.6730026437
2022-10-24 04:00:00,Gemini,DOGE/USD,0.05973,0.06089,0.05867,0.06055,4129218.398692,250024.1740408006
2022-10-23 04:00:00,Gemini,DOGE/USD,0.05958,0.06089,0.05871,0.05973,3235268.844861,193242.6081035475
2022-10-22 04:00:00,Gemini,DOGE/USD,0.05945,0.05989,0.05906,0.05958,2078243.27295,123821.734202361
2022-10-21 04:00:00,Gemini,DOGE/USD,0.05891,0.05984,0.05717,0.05945,3655195.214042,217301.3554747969
2022-10-20 04:00:00,Gemini,DOGE/USD,0.05926,0.06031,0.05876,0.05891,2343016.445853,138027.09882520023
2022-10-19 04:00:00,Gemini,DOGE/USD,0.05991,0.06072,0.05823,0.05926,2307477.993557,136741.14589818782
2022-10-18 04:00:00,Gemini,DOGE/USD,0.05999,0.06115,0.05851,0.05991,3800075.615652,227662.53013371132
2022-10-17 04:00:00,Gemini,DOGE/USD,0.05879,0.06026,0.05865,0.05999,1915260.857228,114896.49882510772
2022-10-16 04:00:00,Gemini,DOGE/USD,0.05889,0.05942,0.05851,0.05879,2202598.286672,129490.75327344687
2022-10-15 04:00:00,Gemini,DOGE/USD,0.05903,0.05974,0.05796,0.05889,3519248.023012,207248.51607517668
2022-10-14 04:00:00,Gemini,DOGE/USD,0.06049,0.06081,0.05813,0.05903,3692187.665973,217949.8379223862
2022-10-13 04:00:00,Gemini,DOGE/USD,0.05891,0.061,0.05501,0.06049,9964282.893674,602739.4722383402
2022-10-12 04:00:00,Gemini,DOGE/USD,0.0606,0.0606,0.05831,0.05891,687319.450027,40489.98880109057
2022-10-11 04:00:00,Gemini,DOGE/USD,0.05902,0.06095,0.05886,0.0606,2286465.236729,138559.7933457774
2022-10-10 04:00:00,Gemini,DOGE/USD,0.06223,0.06237,0.05755,0.05902,7489015.211475,442001.6777812545
2022-10-09 04:00:00,Gemini,DOGE/USD,0.06145,0.06252,0.06122,0.06223,1725019.981509,107347.99344930507
2022-10-08 04:00:00,Gemini,DOGE/USD,0.06248,0.06252,0.06122,0.06145,1861616.766879,114396.35032471454
2022-10-07 04:00:00,Gemini,DOGE/USD,0.06344,0.0638,0.06134,0.06248,8904563.499489,556357.1274480728
2022-10-06 04:00:00,Gemini,DOGE/USD,0.06605,0.06605,0.06291,0.06344,3948405.95042,250486.8734946448
2022-10-05 04:00:00,Gemini,DOGE/USD,0.06499,0.06679,0.06272,0.06605,10377746.213916,685450.1374291518
2022-10-04 04:00:00,Gemini,DOGE/USD,0.06026,0.06684,0.06,0.06499,20512049.465911,1333078.094789556
2022-10-03 04:00:00,Gemini,DOGE/USD,0.05947,0.06051,0.05904,0.06026,2431560.909764,146525.86042237867
2022-10-02 04:00:00,Gemini,DOGE/USD,0.06073,0.06095,0.05882,0.05947,2695845.485906,160321.93104682982
2022-10-01 04:00:00,Gemini,DOGE/USD,0.06165,0.0621,0.06026,0.06073,4004313.457916,243181.95629923866
2022-09-30 04:00:00,Gemini,DOGE/USD,0.06037,0.06311,0.0596,0.06165,17539213.875608,1081292.5354312332
2022-09-29 04:00:00,Gemini,DOGE/USD,0.06081,0.06105,0.0593,0.06037,2877660.44965,173724.3613453705
2022-09-28 04:00:00,Gemini,DOGE/USD,0.05937,0.06104,0.05937,0.06081,1214417.376272,73848.72065110032
2022-09-27 04:00:00,Gemini,DOGE/USD,0.06257,0.06304,0.0585,0.05937,5973468.877356,354644.8472486257
2022-09-26 04:00:00,Gemini,DOGE/USD,0.06123,0.06277,0.0598,0.06257,11188322.822172,700053.358983302
2022-09-25 04:00:00,Gemini,DOGE/USD,0.06337,0.06384,0.06001,0.06123,7348644.211392,449957.4850635322
2022-09-24 04:00:00,Gemini,DOGE/USD,0.06589,0.06679,0.06255,0.06337,15495263.563681,981934.8520304649
2022-09-23 04:00:00,Gemini,DOGE/USD,0.06146,0.06825,0.05913,0.06589,28080610.912612,1850231.4530320046
2022-09-22 04:00:00,Gemini,DOGE/USD,0.05743,0.06148,0.05736,0.06146,3510596.011516,215761.23086777338
2022-09-21 04:00:00,Gemini,DOGE/USD,0.05921,0.06088,0.05613,0.05743,5502235.394228,315993.3786905141
2022-09-20 04:00:00,Gemini,DOGE/USD,0.0586,0.0606,0.05758,0.05921,3409132.0954,201854.711368634
2022-09-19 04:00:00,Gemini,DOGE/USD,0.05686,0.0588,0.05586,0.0586,3618984.433587,212072.48780819817
2022-09-18 04:00:00,Gemini,DOGE/USD,0.06135,0.06173,0.05621,0.05686,11044620.864105,627997.1423330102
2022-09-17 04:00:00,Gemini,DOGE/USD,0.06059,0.06241,0.0602,0.06135,2435106.397381,149393.77747932437
2022-09-16 04:00:00,Gemini,DOGE/USD,0.05951,0.06092,0.0588,0.06059,2322926.171602,140746.09673736518
2022-09-15 04:00:00,Gemini,DOGE/USD,0.0602,0.06117,0.05808,0.05951,3429353.577592,204080.83140249993
2022-09-14 04:00:00,Gemini,DOGE/USD,0.06054,0.06149,0.05972,0.0602,1797677.372577,108220.17782913538
2022-09-13 04:00:00,Gemini,DOGE/USD,0.06357,0.06413,0.05923,0.06054,7307305.555838,442384.2783504325
2022-09-12 04:00:00,Gemini,DOGE/USD,0.06296,0.06542,0.06276,0.06357,2370398.3303,150686.221857171
2022-09-11 04:00:00,Gemini,DOGE/USD,0.06427,0.06471,0.06265,0.06296,4701675.413717,296017.4840476223
2022-09-10 04:00:00,Gemini,DOGE/USD,0.06377,0.06554,0.06327,0.06427,6905789.727784,443835.10580467765
2022-09-09 04:00:00,Gemini,DOGE/USD,0.06224,0.06487,0.06212,0.06377,7706551.194174,491446.76965247595
2022-09-08 04:00:00,Gemini,DOGE/USD,0.06093,0.0625,0.05966,0.06224,4293568.022229,267231.67370353296
2022-09-07 04:00:00,Gemini,DOGE/USD,0.05842,0.06149,0.05842,0.06093,1555641.522917,94785.23799133282
2022-09-06 04:00:00,Gemini,DOGE/USD,0.06333,0.06379,0.0574,0.05842,8801726.861107,514196.8832258709
2022-09-05 04:00:00,Gemini,DOGE/USD,0.06316,0.06531,0.06097,0.06333,5477209.697495,346871.69014235836
2022-09-04 04:00:00,Gemini,DOGE/USD,0.06264,0.06385,0.06192,0.06316,3119717.326105,197041.34631679178
2022-09-03 04:00:00,Gemini,DOGE/USD,0.06135,0.06403,0.06122,0.06264,3277946.671969,205330.57953213816
2022-09-02 04:00:00,Gemini,DOGE/USD,0.06258,0.06277,0.06076,0.06135,2623834.074144,160972.2204487344
2022-09-01 04:00:00,Gemini,DOGE/USD,0.06067,0.06282,0.0599,0.06258,4739427.847016,296593.3946662613
2022-08-31 04:00:00,Gemini,DOGE/USD,0.06318,0.06318,0.06034,0.06067,1046935.402012,63517.57084006804
2022-08-30 04:00:00,Gemini,DOGE/USD,0.06355,0.06448,0.06015,0.06318,3521530.446013,222490.29357910133
2022-08-29 04:00:00,Gemini,DOGE/USD,0.06195,0.06429,0.06128,0.06355,3885898.461682,246948.8472398911
2022-08-28 04:00:00,Gemini,DOGE/USD,0.06327,0.06426,0.06077,0.06195,7678423.844304,475678.3571546328
2022-08-27 04:00:00,Gemini,DOGE/USD,0.06387,0.0641,0.06228,0.06327,6292262.734684,398111.4632234567
2022-08-26 04:00:00,Gemini,DOGE/USD,0.06911,0.06953,0.06282,0.06387,10263534.013508,655531.9174427559
2022-08-25 04:00:00,Gemini,DOGE/USD,0.06826,0.07178,0.06768,0.06911,5211127.455843,360141.01847330976
2022-08-24 04:00:00,Gemini,DOGE/USD,0.06725,0.06954,0.06725,0.06826,2481007.125913,169353.5464148214
2022-08-23 04:00:00,Gemini,DOGE/USD,0.06852,0.0692,0.06688,0.06725,3530676.604725,237438.00166775627
2022-08-22 04:00:00,Gemini,DOGE/USD,0.06828,0.06896,0.06526,0.06852,19966057.280704,1368074.244873838
2022-08-21 04:00:00,Gemini,DOGE/USD,0.06843,0.07072,0.06745,0.06828,4335362.82887,296018.57395524357
2022-08-20 04:00:00,Gemini,DOGE/USD,0.06959,0.07114,0.06764,0.06843,11223192.060443,768003.0326961146
2022-08-19 04:00:00,Gemini,DOGE/USD,0.07394,0.0745,0.06707,0.06959,29022597.925696,2019682.5896491846
2022-08-18 04:00:00,Gemini,DOGE/USD,0.08084,0.08228,0.07215,0.07394,13996822.15791,1034925.0303558655
2022-08-17 04:00:00,Gemini,DOGE/USD,0.085,0.08893,0.07937,0.08084,15221753.508123,1230526.5535966633
2022-08-16 04:00:00,Gemini,DOGE/USD,0.07943,0.08966,0.07853,0.085,26935682.020724,2289532.97176154
2022-08-15 04:00:00,Gemini,DOGE/USD,0.08039,0.08047,0.07474,0.07943,21778781.65662,1729888.6269853266
2022-08-14 04:00:00,Gemini,DOGE/USD,0.07431,0.08469,0.07415,0.08039,24237176.768396,1948426.6404113546
2022-08-13 04:00:00,Gemini,DOGE/USD,0.07305,0.0746,0.07264,0.07431,2328288.078642,173015.08712388703
2022-08-12 04:00:00,Gemini,DOGE/USD,0.07142,0.07333,0.06976,0.07305,5027816.995846,367282.0315465503
2022-08-11 04:00:00,Gemini,DOGE/USD,0.07192,0.07202,0.06998,0.07142,2307180.564489,164778.83591580437
2022-08-10 04:00:00,Gemini,DOGE/USD,0.06791,0.07242,0.06758,0.07192,5289349.44726,380410.0122469392
2022-08-09 04:00:00,Gemini,DOGE/USD,0.0707,0.07425,0.06676,0.06791,8849997.943593,601003.3603494006
2022-08-08 04:00:00,Gemini,DOGE/USD,0.06989,0.07278,0.06919,0.0707,6860371.984557,485028.2993081799
2022-08-07 04:00:00,Gemini,DOGE/USD,0.06839,0.07029,0.06817,0.06989,5752613.054441,402050.1263748815
2022-08-06 04:00:00,Gemini,DOGE/USD,0.07,0.07041,0.06743,0.06839,1878693.691255,128483.86154492946
2022-08-05 04:00:00,Gemini,DOGE/USD,0.06847,0.0713,0.06792,0.07,11182266.720423,782758.6704296101
2022-08-04 04:00:00,Gemini,DOGE/USD,0.06702,0.0685,0.06578,0.06847,3302635.195764,226131.43185396108
2022-08-03 04:00:00,Gemini,DOGE/USD,0.06649,0.06818,0.06574,0.06702,1099146.06078,73664.76899347559
2022-08-02 04:00:00,Gemini,DOGE/USD,0.06597,0.06848,0.06513,0.06649,3308877.56669,220007.26940921808
2022-08-01 04:00:00,Gemini,DOGE/USD,0.07007,0.07062,0.06577,0.06597,6353226.702635,419122.365572831
2022-07-31 04:00:00,Gemini,DOGE/USD,0.0704,0.07225,0.06783,0.07007,3652027.678283,255897.5794172898
2022-07-30 04:00:00,Gemini,DOGE/USD,0.06891,0.07448,0.06796,0.0704,7405799.834296,521368.3083344384
2022-07-29 04:00:00,Gemini,DOGE/USD,0.0716,0.07235,0.06727,0.06891,9010290.310871,620899.1053221206
2022-07-28 04:00:00,Gemini,DOGE/USD,0.06674,0.07199,0.06674,0.0716,5973083.793109,427672.79958660435
2022-07-27 04:00:00,Gemini,DOGE/USD,0.06184,0.06735,0.0618,0.06674,5260081.79043,351057.8586932982
2022-07-26 04:00:00,Gemini,DOGE/USD,0.06168,0.06274,0.06015,0.06184,1813572.416003,112151.31820562552
2022-07-25 04:00:00,Gemini,DOGE/USD,0.06461,0.06559,0.06122,0.06168,6181211.042155,381257.0970801204
2022-07-24 04:00:00,Gemini,DOGE/USD,0.06778,0.06901,0.06419,0.06461,2632176.119678,170064.8990923956
2022-07-23 04:00:00,Gemini,DOGE/USD,0.06819,0.06949,0.06598,0.06778,2580103.066717,174879.38586207828
2022-07-22 04:00:00,Gemini,DOGE/USD,0.06951,0.07139,0.06682,0.06819,3210657.580323,218934.74040222538
2022-07-21 04:00:00,Gemini,DOGE/USD,0.06831,0.07087,0.06722,0.06951,4718702.745708,327997.0278541631
2022-07-20 04:00:00,Gemini,DOGE/USD,0.06965,0.07692,0.06695,0.06831,12717116.486336,868706.2271816122
2022-07-19 04:00:00,Gemini,DOGE/USD,0.06629,0.07027,0.0654,0.06965,8214467.904622,572137.6895569223
2022-07-18 04:00:00,Gemini,DOGE/USD,0.06472,0.0689,0.06463,0.06629,10448677.755554,692642.8484156746
2022-07-17 04:00:00,Gemini,DOGE/USD,0.06436,0.06545,0.06291,0.06472,3480282.536107,225243.88573684503
2022-07-16 04:00:00,Gemini,DOGE/USD,0.06258,0.06486,0.06177,0.06436,2269568.532142,146069.43072865912
2022-07-15 04:00:00,Gemini,DOGE/USD,0.06252,0.06442,0.06194,0.06258,5513189.809503,345015.41827869776
2022-07-14 04:00:00,Gemini,DOGE/USD,0.06138,0.06327,0.05948,0.06252,4196197.444157,262346.2642086956
2022-07-13 04:00:00,Gemini,DOGE/USD,0.06034,0.06219,0.06,0.06138,817620.468899,50185.54438102061
2022-07-12 04:00:00,Gemini,DOGE/USD,0.06199,0.06298,0.0591,0.06034,8129689.093284,490545.43988875655
2022-07-11 04:00:00,Gemini,DOGE/USD,0.06593,0.06609,0.06115,0.06199,5431092.722153,336673.43784626445
2022-07-10 04:00:00,Gemini,DOGE/USD,0.06801,0.06854,0.06563,0.06593,12682020.51458,836125.6125262595
2022-07-09 04:00:00,Gemini,DOGE/USD,0.06929,0.07012,0.06783,0.06801,2330045.631486,158466.40339736285
2022-07-08 04:00:00,Gemini,DOGE/USD,0.07193,0.07237,0.0682,0.06929,6045053.252238,418861.739847571
2022-07-07 04:00:00,Gemini,DOGE/USD,0.06866,0.07337,0.06784,0.07193,6272623.754268,451189.82664449717
2022-07-06 04:00:00,Gemini,DOGE/USD,0.06698,0.06942,0.06698,0.06866,1863101.975395,127920.5816306207
2022-07-05 04:00:00,Gemini,DOGE/USD,0.06941,0.06981,0.06539,0.06698,6320123.029201,423321.84049588296
2022-07-04 04:00:00,Gemini,DOGE/USD,0.06651,0.06993,0.06564,0.06941,4525665.374377,314126.4336355076
2022-07-03 04:00:00,Gemini,DOGE/USD,0.06629,0.06899,0.06477,0.06651,3657850.780035,243283.65538012784
2022-07-02 04:00:00,Gemini,DOGE/USD,0.06642,0.06783,0.06538,0.06629,3901732.127007,258645.82269929405
2022-07-01 04:00:00,Gemini,DOGE/USD,0.06599,0.06776,0.06382,0.06642,6560845.251969,435771.34163578105
2022-06-30 04:00:00,Gemini,DOGE/USD,0.0684,0.06884,0.06223,0.06599,13112477.950732,865292.4199688046
2022-06-29 04:00:00,Gemini,DOGE/USD,0.06663,0.0715,0.06663,0.0684,2961781.325086,202585.8426358824
2022-06-28 04:00:00,Gemini,DOGE/USD,0.07018,0.07322,0.06538,0.06663,6198393.188109,412998.93812370265
2022-06-27 04:00:00,Gemini,DOGE/USD,0.07504,0.07869,0.06875,0.07018,10229158.867354,717882.3693109038
2022-06-26 04:00:00,Gemini,DOGE/USD,0.06791,0.0775,0.06763,0.07504,26777395.325618,2009375.7452343744
2022-06-25 04:00:00,Gemini,DOGE/USD,0.06768,0.06928,0.06508,0.06791,5026759.313031,341367.2249479352
2022-06-24 04:00:00,Gemini,DOGE/USD,0.06521,0.06851,0.06429,0.06768,9485724.337987,641993.8231949602
2022-06-23 04:00:00,Gemini,DOGE/USD,0.0627,0.06635,0.0619,0.06521,5925529.825898,386403.7999468086
2022-06-22 04:00:00,Gemini,DOGE/USD,0.06271,0.06377,0.06112,0.0627,4576392.335781,286939.7994534687
2022-06-21 04:00:00,Gemini,DOGE/USD,0.06031,0.0643,0.06031,0.06271,531880.976321,33354.25602508991
2022-06-20 04:00:00,Gemini,DOGE/USD,0.05838,0.06141,0.0575,0.06031,6383243.51627,384973.4164662437
2022-06-19 04:00:00,Gemini,DOGE/USD,0.05188,0.0631,0.05114,0.05838,34457942.45569,2011654.680563182
2022-06-18 04:00:00,Gemini,DOGE/USD,0.0564,0.05692,0.04912,0.05188,24472374.6508,1269626.7968835041
2022-06-17 04:00:00,Gemini,DOGE/USD,0.05577,0.05809,0.05567,0.0564,7078631.649869,399234.8250526116
2022-06-16 04:00:00,Gemini,DOGE/USD,0.06019,0.06076,0.05417,0.05577,19941125.063866,1112116.5448118069
2022-06-15 04:00:00,Gemini,DOGE/USD,0.05353,0.06382,0.05183,0.06019,21201107.81472,1276094.679367997
2022-06-14 04:00:00,Gemini,DOGE/USD,0.0553,0.05829,0.05295,0.05353,13947372.106405,746602.8288558596
2022-06-13 04:00:00,Gemini,DOGE/USD,0.0598,0.06235,0.04969,0.0553,58941462.073732,3259462.8526773797
2022-06-12 04:00:00,Gemini,DOGE/USD,0.06602,0.06942,0.05876,0.0598,35171235.297265,2103239.870776447
2022-06-11 04:00:00,Gemini,DOGE/USD,0.0758,0.07647,0.0645,0.06602,14442972.078324,953525.0166109503
2022-06-10 04:00:00,Gemini,DOGE/USD,0.07936,0.07953,0.07422,0.0758,4439880.769898,336542.96235826844
2022-06-09 04:00:00,Gemini,DOGE/USD,0.07986,0.08099,0.07776,0.07936,2112984.927778,167686.4838684621
